Fecha,Totales,Recuperados,Muertes,Hospitalizados
2020-03-19,177.0,3.0,1.0,0.0
2020-03-20,217.9634938097119,102.60020196930112,1.0,5.428965816152508
2020-03-21,264.91096286760956,165.63115639938837,1.3257379489691505,8.20684919199282
2020-03-22,318.98488506578127,217.77675579806262,1.818148900488719,10.05482587648467
2020-03-23,378.4147487033036,269.7923023476672,2.4214384530778,11.671810179770226
2020-03-24,442.0269606879693,324.8919678304969,3.1217470638640132,13.260986191651789
2020-03-25,509.43836190227813,383.666569799661,3.9174062353631203,14.857927238835408
2020-03-26,580.6835457319252,446.1287277840827,4.808881869693245,16.46238035842775
2020-03-27,655.954104600406,512.3035749170382,5.796624691198909,18.074805323153953
2020-03-28,731.7100999134301,582.3115813641334,6.881113010588148,19.700802789776745
2020-03-29,806.8864946717866,654.1626582090448,8.06316117797475,21.230253366825476
2020-03-30,881.2943197688384,726.4558334371706,9.336976379984284,22.598491222521492
2020-03-31,954.9695224458596,798.5247279399921,10.69288585333557,23.78872641076437
2020-04-01,1027.9686306920944,870.1215699336586,12.120209437981428,24.809020551055653
2020-04-02,1100.327694938781,941.1757553586945,13.608750671044767,25.67611548909687
2020-04-03,1172.0653819254298,1011.6752863697529,15.149317600390583,26.407919087274315
2020-04-04,1243.1914554436664,1081.6218401498984,16.73379274562704,27.0209148582714
2020-04-05,1313.7121743334746,1151.017889055063,18.355047637123327,27.529632491593443
2020-04-06,1383.6327233481077,1219.864667074049,20.006825586618934,27.94677373825572
2020-04-07,1452.9580642352973,1288.1627088705418,21.683632010914277,28.283463268317192
2020-04-08,1521.6931503266455,1355.9125017418478,23.380639807013303,28.549475288971237
2020-04-09,1589.842944005931,1423.1148229259404,25.093608324351585,28.753415554361034
2020-04-10,1657.412395852468,1489.7708451885767,26.818813257613243,28.902868692330987
2020-04-11,1724.4064276571087,1555.8821337015568,28.552985379153103,29.00452175540063
2020-04-12,1790.829924035348,1621.4506062480862,30.293256684477143,29.064270803173656
2020-04-13,1856.687729396776,1686.4784873353947,32.03711293266756,29.087314238968474
2020-04-14,1921.9846472977224,1750.9682659820785,33.78235178700567,29.078235037947938
2020-04-15,1986.7254406166044,1814.9226589635448,35.52704588928254,29.041073309879188
2020-04-16,2050.9148319308456,1878.34457901042,37.26951028787529,28.979390340058316
2020-04-17,2114.557503903674,1941.2371071298046,39.00827370827881,28.896325095671585
2020-04-18,2177.658099646925,2003.6034683700873,40.742053214019094,28.794644073464006
2020-04-19,2240.221223064045,2065.447010528394,42.46973185842693,28.67678526818885
2020-04-20,2302.2514391812865,2126.7711854170307,44.19033897451824,28.54489695326117
2020-04-21,2363.7532744729247,2187.5795323758834,45.903032791713926,28.400871885112828
2020-04-22,2424.7312171833114,2247.875663763909,47.60708510482069,28.24637747117449
2020-04-23,2485.189717645961,2307.6632521966885,49.301867753091166,28.08288237783478
2020-04-24,2545.133188599922,2366.94601932408,50.98684069576125,27.91167999848832
2020-04-25,2604.566005503906,2425.7277259662214,52.661541495670555,27.73390915220107
2020-04-26,2663.4925068476396,2484.0121634476536,54.32557604480262,27.55057233980287
2020-04-27,2721.9169944604964,2541.8031459877725,55.9786103851908,27.362551845622775
2020-04-28,2779.8437338183394,2599.104504022599,57.62036349592816,27.17062393907964
2020-04-29,2837.2769543470426,2655.9200783482243,59.25060093227294,26.97547140037424
2020-04-30,2894.220849724126,2712.2537149880154,60.869129216295384,26.7776945680015
2020-05-01,2950.6795781776946,2768.1092606984394,62.47579089037547,26.577821082539582
2020-05-02,3006.6572627826954,2823.4905590376147,64.07046015532786,26.376314480540493
2020-05-03,3062.1579917554295,2878.4014469298386,65.6530390241603,26.173581774206685
2020-05-04,3117.1858187446555,2932.8457516677367,67.22345393061268,25.969980136557243
2020-05-05,3171.7447631212294,2986.8272882994306,68.78165273880612,25.76582279759563
2020-05-06,3225.838810264726,3040.349857355744,70.32760210666187,25.561384244624737
2020-05-07,3279.471911848297,3093.4172428765505,71.86128516133935,25.356904808788723
2020-05-08,3332.647986120632,3146.033210701142,73.38269944986666,25.152594710294597
2020-05-09,3385.370918186136,3198.201506990757,74.89185513248432,24.948637626163922
2020-05-10,3437.644560282423,3249.9258569560743,76.38877339005415,24.745193836881086
2020-05-11,3489.472732055331,3301.2099637648575,77.87348502026704,24.542403001610612
2020-05-12,3540.8592208323457,3352.057507608239,79.34602920036366,24.34038660581099
2020-05-13,3591.8077818933534,3402.4721449071158,80.80645239671236,24.139250119929997
2020-05-14,3642.322138739313,3452.4575076415163,82.25480740390815,23.939084903250986
2020-05-15,3692.405983358576,3502.017202788264,83.69115249810316,23.739969882971423
2020-05-16,3742.062976490988,3551.154811853895,85.11555069108147,23.54197303503184
2020-05-17,3791.2967478900746,3599.8738904913025,86.52806907318337,23.345152690090853
2020-05-18,3840.110896582888,3648.17796819021,87.92877823458885,23.149558685289115
2020-05-19,3888.508991127801,3696.0705480323168,89.31775175570617,22.955233379990343
2020-05-20,3936.4945698699316,3743.5551065033633,90.6950657585056,22.76221255155553
2020-05-21,3984.07114119453,3790.635093354992,92.06079851159893,22.570526185297904
2020-05-22,4031.242183778678,3837.313931510398,93.41503008271683,22.380199171113482
2020-05-23,4078.01114684079,3883.5950170086303,94.75784203298362,22.19125191781288
2020-05-24,4124.381450387654,3929.481718982562,96.08931714805239,22.003700894855307
2020-05-25,4170.356485459827,3974.977379666092,97.40953920174373,21.817559110038815
2020-05-26,4215.939614374554,4020.0853144272496,98.71859274834605,21.632836530724237
2020-05-27,4261.1341709671715,4064.808811823594,100.01656294018949,21.449540455238836
2020-05-28,4305.943460830662,4109.151133677439,101.30353536750384,21.267675840360674
2020-05-29,4350.370761552582,4153.115515168346,102.57959591792547,21.087245590065415
2020-05-30,4394.419322950297,4196.705164940158,103.8448306533294,20.908250810081228
2020-05-31,4438.092367304699,4239.9232652209685,105.09932570193429,20.730691032305977
2020-06-01,4481.393089591174,4282.772971954504,106.34316716387264,20.554564412656422
2020-06-02,4524.324657709412,4325.2574149407865,107.57644102863203,20.379867905450777
2020-06-03,4566.890212710909,4367.37969798535,108.79923310295908,20.206597417130226
2020-06-04,4609.09286902502,4409.142899055466,110.01162894798688,20.03474794173615
2020-06-05,4650.935714682499,4450.550070442624,111.21371382449105,19.8643136803144
2020-06-06,4692.421811537547,4491.604238929863,112.4055726453099,19.6952881461165
2020-06-07,4733.554195487943,4532.308405963524,113.58728993407692,19.52766425729594
2020-06-08,4774.335876693609,4572.665547828649,114.75894978951466,19.361434418570997
2020-06-09,4814.769839793156,4612.678615827467,115.92063585462894,19.196590593163176
2020-06-10,4854.859044118197,4652.350536460333,117.07243129021876,19.033124366151146
2020-06-11,4894.606423906746,4691.68421160829,118.2144187521878,18.871027000238495
2020-06-12,4934.01488851461,4730.682518717601,119.34668037220212,18.710289484871677
2020-06-13,4973.087322624454,4769.348310985436,120.46929774129444,18.5509025794695
2020-06-14,5011.826586453489,4807.684417546093,121.58235189606256,18.392856851443675
2020-06-15,5050.23551595979,4845.693643657818,122.6859233071492,18.236142709646476
2020-06-16,5088.3169230465755,4883.378770890188,123.78009186972801,18.08075043379532
2020-06-17,5126.073595764347,4920.742557311449,124.86493689575573,17.92667020033036
2020-06-18,5163.508298512241,4957.7877376754595,125.94053710777555,17.773892105117625
2020-06-19,5200.623772237199,4994.517023608737,127.00697063408259,17.62240618340702
