Fecha,Totales,Recuperados,Muertes,Hospitalizados
2020-03-19,177.0,3.0,1.0,0.0
2020-03-20,208.03294985584228,102.60020196930112,1.0,5.428965816152508
2020-03-21,243.59921429364363,159.91390678395237,1.3257379489691505,7.895215760424276
2020-03-22,291.81247034920864,203.2427233906764,1.7994508945946075,9.300368920946827
2020-03-23,351.4162597464069,248.3834187186632,2.357473029851418,10.634032823183327
2020-03-24,421.609630045528,300.8391242350469,2.9955149992424164,12.204831578395817
2020-03-25,503.10172736442644,362.3262482904229,3.727804893946166,14.07759084914443
2020-03-26,597.4949712189333,433.9395412529724,4.57246034489483,16.275396856187886
2020-03-27,706.8579330674083,517.0436476228313,5.548984156266105,18.833249936097715
2020-03-28,825.7054883068483,613.379130609739,6.678979152431968,21.802400152812478
2020-03-29,953.2601930216892,720.4875829912701,7.987123161600716,24.99901232877328
2020-03-30,1090.1825290147713,836.9593361972243,9.487063901327112,28.31868922546665
2020-03-31,1237.3912777494916,962.6227479232192,11.186185254855108,31.73716433781068
2020-04-01,1395.7966455346443,1097.9422709512064,13.090415115123752,35.26778332819161
2020-04-02,1566.3020363651383,1243.6286667433433,15.20648211481525,38.93570056902274
2020-04-03,1749.8442666917208,1400.4867087871944,17.542624148956612,42.7681470605892
2020-04-04,1947.4205429583656,1569.3783499490642,20.108712972591967,46.792171165449936
2020-04-05,2160.1023391673966,1751.2237248048114,22.916243242518952,51.03471537171308
2020-04-06,2389.0433530560094,1947.009531115102,25.97832616482175,55.52308597485616
2020-04-07,2635.485902658904,2157.7969269379514,29.309711323313124,60.285339450782445
2020-04-08,2900.7674496972413,2384.7283512374597,32.92683169036007,65.35056333774584
2020-04-09,3186.327697366453,2629.034002043039,36.84786549062481,70.74910442012424
2020-04-10,3493.7163250614367,2892.0385175909364,41.09281175583227,76.51278032919168
2020-04-11,3824.601359858473,3175.168110989454,45.68357857558377,82.67509022651453
2020-04-12,4180.77820093311,3479.9582570649864,50.644083989174646,89.2714300586837
2020-04-13,4564.179333482765,3808.061979751593,56.00036979269566,96.3393144656477
2020-04-14,4976.884780876578,4161.2587803608185,61.78072866063453,103.91860673514185
2020-04-15,5421.133350491209,4541.464250945589,68.01584506474305,112.051758238328
2020-04-16,5899.334733412566,4950.740422425049,74.73895055904272,120.78405890510675
2020-04-17,6414.0825226023235,5391.306902055486,81.9859940933491,130.16390037682348
2020-04-18,6968.1682188015,5865.552859368367,89.79582811595851,140.2430535229018
2020-04-19,7564.596298510153,6376.049924229753,98.21041132733262,151.07696205068993
2020-04-20,8206.60042385311,6925.566065435403,107.27502905037402,162.72505398774072
2020-04-21,8897.660880014815,7517.080523339486,117.03853228963847,175.2510728772702
2020-04-22,9641.523332225097,8153.799875459786,127.55359666227471,188.72343060130225
2020-04-23,10442.219001009009,8839.175319836915,138.87700249835282,203.215583832076
2020-04-24,11304.08636162235,9576.92126716531,151.06993752827736,218.80643621003827
2020-04-25,12231.794481291552,10371.035339391736,164.19832370087968,235.58076845651004
2020-04-26,13230.368116104532,11225.8198796123,178.33316980827027,253.62969875050572
2020-04-27,14305.214698180322,12145.905085724451,193.5509517333006,273.0511758325839
2020-04-28,15462.1533531179,13136.273888431357,209.9340222832556,293.95050744395286
2020-04-29,16707.446097711487,14202.288702886188,227.57105272989284,316.4409268667066
2020-04-30,18047.831378562376,15349.720192528552,246.55750834189521,340.6442005009487
2020-05-01,19490.56012354151,16584.77819353988,266.99616037195216,366.6912795971097
2020-05-02,21043.43449009944,17914.14495885813,288.9976371477788,394.7229994569935
2020-05-03,22714.84950720876,19345.010891876573,312.6810171151983,424.8908296252743
2020-05-04,24513.83782128922,20885.1129518377,338.17446689271475,457.3576788143394
2020-05-05,26450.117770840603,22542.77592554941,365.6159276215751,492.2987585395694
2020-05-06,28534.145029713294,24326.95677342924,395.15385313394927,529.9025096894964
2020-05-07,30777.168075006357,26247.292272046507,426.9480037153191,570.3715965155089
2020-05-08,33191.287752515505,28314.15019030752,461.17029950624953,613.923972798664
2020-05-09,35789.52123047306,30538.684252234885,498.00573787416937,660.7940252362587
2020-05-10,38585.87065102922,32932.89315594495,537.6533793883449,711.233799387585
2020-05-11,41595.39680851993,35509.683935935755,580.3274073516,765.514313825667
2020-05-12,44834.29820403112,38282.93997416419,626.2582661811402,823.9269684587209
2020-05-13,48319.995847079415,41267.59398460624,675.6938842886635,886.7850533098873
2020-05-14,52071.224197336676,44479.706316041615,728.9009874872568,954.4253643745594
2020-05-15,56108.1286621668,47936.548938648564,786.1665093497303,1027.209933508852
2020-05-16,60452.37008923363,51656.695501587295,847.7991053602611,1105.5278796371772
2020-05-17,65127.23671746195,55660.1178710224,914.1307781384919,1189.797388897874
2020-05-18,70157.764074044,59968.28958089078,985.5186214723643,1280.4678316685759
2020-05-19,75570.86332979814,64604.29665204412,1062.3466913724787,1378.022024721972
2020-05-20,81395.45864977635,69592.95625902448,1145.0280128557974,1482.978647051017
2020-05-21,87662.6341003041,74960.94374748209,1234.0067316788582,1595.8948181625524
2020-05-22,94405.79069728166,80736.92852887283,1329.7604207686115,1717.368847860172
2020-05-23,101660.81420317342,86951.71940229187,1432.8025516402217,1848.0431667098303
2020-05-24,109466.25430117652,93638.4198757623,1543.6851416428115,1988.6074464920591
2020-05-25,117863.51579401693,100832.59408057798,1663.0015884323352,2139.801919977456
2020-05-26,126897.06249099344,108572.44389190602,1791.3897036309827,2302.420909299469
2020-05-27,136614.63445947936,116898.99788619208,1929.5349581889507,2477.316572019913
2020-05-28,147067.47932518253,125856.31278028962,2078.1739525101457,2665.402873664335
2020-05-29,158310.5983079644,135491.68800784045,2238.0981249300057,2867.6597950190353
2020-05-30,170403.00767571153,145855.89409432403,2410.1577126311486,3085.1377817979474
2020-05-31,183408.0162861887,157003.41549227777,2595.2659795390246,3318.962443370375
